source,keep,rescue_rule,flag_rules,relevance_score,date,actor,actor_country,target_country,target_actor,event_type,event_subtype,motive,description,original_id,actor_norm,target_country_iso,target_country_raw,tc_extraction_method,date_intrinsic,event_type_source,event_subtype_source,cluster_id,abstraction_level,analysis_weight,is_cluster_canonical,duplicate_group_id,duplicate_confidence,granularity_flag,granularity_note,sources_in_group,is_canonical,cluster_size,date_min,date_max,dates_all,targets_all,event_types_all,event_subtypes_all,motives_all,actor_all,total_events,description_merged,description_merged_final,actor_country_native,actor_country_grounded,date_native,date_grounded,canonical_incident_name,enrichment_status,enrichment_method,external_citation_urls,citation_count,native_source_url,include_in_analysis,exclude_reason,actor_type,attribution_method,confidence_hint
cfr,yes,,,0.112793,2022-04-05,Russian Federation,Russian Federation,Government agencies of EU member states,,Espionage,,,"Russian threat actor Gamaredon targeted Ukrainian organizations in a phishing campaign. The hackers sent malicious emails with lures related to the Russia-Ukraine conflict, including attachments labeled ??nformation on war criminals of the Russian Federation??and ??ecessary_military_assistance.??The emails contained malware which allowed Russian operators to conduct espionage.",cfr_-3337837015885410195,russian federation,,Government agencies of EU member states,cfr_text_extract,True,Espionage,,,incident,1.0,True,,,single,CFR:1,cfr,True,1,2022-04-05,2022-04-05,2022-04-05,,Espionage,,,Russian Federation,1,"Russian threat actor Gamaredon targeted Ukrainian organizations in a phishing campaign. The hackers sent malicious emails with lures related to the Russia-Ukraine conflict, including attachments labeled ??nformation on war criminals of the Russian Federation??and ??ecessary_military_assistance.??The emails contained malware which allowed Russian operators to conduct espionage.","Russian threat actor Gamaredon targeted Ukrainian organizations in a phishing campaign. The hackers sent malicious emails with lures related to the Russia-Ukraine conflict, including attachments labeled ??nformation on war criminals of the Russian Federation??and ??ecessary_military_assistance.??The emails contained malware which allowed Russian operators to conduct espionage.",russian federation,RUS,2022-04-05,2022-04-05,Russian cyber espionage campaign targeting government agencies in the European Union,enriched,trivial_actor_map,https://www.bleepingcomputer.com/news/security/ukraine-spots-russian-linked-armageddon-phishing-attacks/,1,,True,,state_russian,unclear,none
cfr,yes,,,0.184096,2022-09-15,Russian Federation,Russian Federation,Ukrainian government agencies,,Espionage,,,"Gamaredon, a Russian threat actor, was found using newly developed malware to steal information from Ukrainian government agencies. The malware was distributed through a phishing campaign.",cfr_-840663165014653655,russian federation,UKR,Ukrainian government agencies,cfr_text_extract,True,Espionage,,,incident,1.0,True,101,high,multi_within,CFR:2,cfr,True,2,2022-09-15,2022-09-19,2022-09-15; 2022-09-19,,Espionage,,,Russian Federation,1,"Gamaredon, a Russian threat actor, was found using newly developed malware to steal information from Ukrainian government agencies. The malware was distributed through a phishing campaign.","Gamaredon, a Russian threat actor, was found using newly developed malware to steal information from Ukrainian government agencies. The malware was distributed through a phishing campaign.",russian federation,RUS,2022-09-15,2022-09-15,Russian cyber espionage campaign targeting Ukrainian government agencies,enriched,trivial_actor_map,https://blog.talosintelligence.com/2022/09/gamaredon-apt-targets-ukrainian-agencies.html,1,,True,,state_russian,unclear,none
cfr,yes,,,0.048388,2022-03-17,Russian Federation,Russian Federation,"Asus Routers in countries including the United States, Canada, India, Italy, and Russia",,Espionage,,,"Sandworm targeted WatchGuard and ASUS routers with Cyclops Blink malware, an advanced modular botnet. The malware gives Sandworm access to data and files stored on compromised networks. The malware affects devices??hat do not belong to critical organizations, suggesting that its purpose may be to build infrastructure for later attacks on high-value targets.?",cfr_-2141376301132465144,russian federation,CAN;IND;ITA;RUS;USA,"Asus Routers in countries including the United States, Canada, India, Italy, and Russia",cfr_text_extract,True,Espionage,,,campaign,1.0,True,,,single,CFR:1,cfr,True,1,2022-03-17,2022-03-17,2022-03-17,,Espionage,,,Russian Federation,1,"Sandworm targeted WatchGuard and ASUS routers with Cyclops Blink malware, an advanced modular botnet. The malware gives Sandworm access to data and files stored on compromised networks. The malware affects devices??hat do not belong to critical organizations, suggesting that its purpose may be to build infrastructure for later attacks on high-value targets.?","Sandworm targeted WatchGuard and ASUS routers with Cyclops Blink malware, an advanced modular botnet. The malware gives Sandworm access to data and files stored on compromised networks. The malware affects devices??hat do not belong to critical organizations, suggesting that its purpose may be to build infrastructure for later attacks on high-value targets.?",russian federation,RUS,2022-03-17,2022-03-17,Russian cyber espionage campaign targeting Asus routers,enriched,trivial_actor_map,https://www.trendmicro.com/en_us/research/22/c/cyclops-blink-sets-sights-on-asus-routers--.html;https://www.justice.gov/opa/pr/justice-department-announces-court-authorized-disruption-botnet-controlled-russian-federation,2,,True,,state_russian,unclear,none
cfr,yes,,,0.044816,2022-08-08,China,China,"Industrial plants, design bureaus, research institutes, and government organizations in Afghanistan, Belarus, Russia, and Ukraine.",,Espionage,,,"Chinese hackers used phishing emails to plant PortDoor malware on the systems of industrial organizations in Afghanistan, Belarus, Russia, and Ukraine. Security researchers detected the hackers exfiltrating data to a server with a Chinese IP address.",cfr_8567953532621560871,china,AFG;BLR;RUS;UKR,"Industrial plants, design bureaus, research institutes, and government organizations in Afghanistan, Belarus, Russia, and Ukraine.",cfr_text_extract,True,Espionage,,,incident,1.0,True,,,single,CFR:1,cfr,True,1,2022-08-08,2022-08-08,2022-08-08,,Espionage,,,China,1,"Chinese hackers used phishing emails to plant PortDoor malware on the systems of industrial organizations in Afghanistan, Belarus, Russia, and Ukraine. Security researchers detected the hackers exfiltrating data to a server with a Chinese IP address.","Chinese hackers used phishing emails to plant PortDoor malware on the systems of industrial organizations in Afghanistan, Belarus, Russia, and Ukraine. Security researchers detected the hackers exfiltrating data to a server with a Chinese IP address.",china,CN,2022-08-08,2022-08-08,Chinese cyber espionage campaign targeting industrial enterprises and public institutions in Central Asia and Eastern...,enriched,trivial_actor_map,https://ics-cert.kaspersky.com/publications/reports/2022/08/08/targeted-attack-on-industrial-enterprises-and-public-institutions/,1,,True,,unknown,corporate_threat_intel,qualified
cfr,yes,,,0.038187,2022-02-25,"Belarus, Russian Federation",Russian Federation,Ukrainian and Polish military personnel,,Espionage,,,"Belarusian threat actor UNC1151 targeted the private email addresses of Ukrainian soldiers in a phishing attack. UNC1151 hacked the email accounts of military personnel and then leveraged the compromised address books to send further malicious emails, many of which were sent to Polish military personnel.?",cfr_-1342192116467461081,"belarus, russian federation",POL;UKR,Ukrainian and Polish military personnel,cfr_text_extract,True,Espionage,,,incident,1.0,True,,,single,CFR:1,cfr,True,1,2022-02-25,2022-02-25,2022-02-25,,Espionage,,,"Belarus, Russian Federation",1,"Belarusian threat actor UNC1151 targeted the private email addresses of Ukrainian soldiers in a phishing attack. UNC1151 hacked the email accounts of military personnel and then leveraged the compromised address books to send further malicious emails, many of which were sent to Polish military personnel.?","Belarusian threat actor UNC1151 targeted the private email addresses of Ukrainian soldiers in a phishing attack. UNC1151 hacked the email accounts of military personnel and then leveraged the compromised address books to send further malicious emails, many of which were sent to Polish military personnel.?","belarus, russian federation",BLR;RUS,2022-02-25,2022-02-25,Belarusian and Russian cyber espionage campaign targeting Ukrainian and Polish military personnel,enriched,trivial_actor_map,https://blog.google/threat-analysis-group/update-threat-landscape-ukraine/;https://therecord.media/ukraine-says-belarusian-hackers-are-targeting-its-military-personnel/,2,,True,,state_russian,corporate_threat_intel,definitive
cfr,yes,,,0.066181,2022-03-29,Russian Federation,Russian Federation,Hungarian Foreign Ministry,,Espionage,,,The Federal Security Service and the Russian military intelligence agency have conducted cyberattacks against the Hungarian Foreign Ministry since at least 2012 to retrieve critical information Hungary?? diplomatic relations with the North Atlantic Treaty Organization and the European Union (EU).,cfr_5103711519936962116,russian federation,HUN,Hungarian Foreign Ministry,cfr_text_extract,True,Espionage,,,campaign,1.0,True,,,single,CFR:1,cfr,True,1,2022-03-29,2022-03-29,2022-03-29,,Espionage,,,Russian Federation,1,The Federal Security Service and the Russian military intelligence agency have conducted cyberattacks against the Hungarian Foreign Ministry since at least 2012 to retrieve critical information Hungary?? diplomatic relations with the North Atlantic Treaty Organization and the European Union (EU).,The Federal Security Service and the Russian military intelligence agency have conducted cyberattacks against the Hungarian Foreign Ministry since at least 2012 to retrieve critical information Hungary?? diplomatic relations with the North Atlantic Treaty Organization and the European Union (EU).,russian federation,RUS,2022-03-29,2022-03-29,Russian cyber espionage campaign targeting Hungarian Foreign Ministry networks,enriched,trivial_actor_map,https://www.direkt36.hu/en/putyin-hekkerei-is-latjak-a-magyar-kulugy-titkait-az-orban-kormany-evek-ota-nem-birja-elharitani-oket/,1,,True,,state_russian,unclear,none
cfr,yes,,,0.106744,2022-03-15,Russian Federation,Russian Federation,Ukrainian critical infrastructure and government systems,,Sabotage,,,"Sandworm targeted Ukrainian organizations with CaddyWiper malware, destroying user data hosted on several dozen systems. Evidence suggests Sandworm infiltrated the targets??networks before installing the wiper.",cfr_4059307812071073453,russian federation,UKR,Ukrainian critical infrastructure and government systems,cfr_text_extract,True,Sabotage,,,campaign,1.0,True,98,high,multi_within,CFR:2,cfr,True,2,2022-03-15,2022-03-18,2022-03-15; 2022-03-18,,Sabotage; Espionage,,,Russian Federation,1,"Sandworm targeted Ukrainian organizations with CaddyWiper malware, destroying user data hosted on several dozen systems. Evidence suggests Sandworm infiltrated the targets??networks before installing the wiper.","Sandworm targeted Ukrainian organizations with CaddyWiper malware, destroying user data hosted on several dozen systems. Evidence suggests Sandworm infiltrated the targets??networks before installing the wiper.",russian federation,RUS,2022-03-15,2022-03-15,Russian destructive cyberattack targeting Ukrainian organizations with CaddyWiper,enriched,trivial_actor_map,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4Vwwd;https://www.welivesecurity.com/2022/03/15/caddywiper-new-wiper-malware-discovered-ukraine/,2,,True,,state_russian,unclear,none
cfr,yes,,,0.043392,2022-04-27,Russian Federation,Russian Federation,Major Ukrainian broadcasting company,,Sabotage,,,Russian threat actors targeted a major broadcasting company with the DesertBlade wiper. This incident followed the Russian military?? announcement that it would destroy Ukrainian disinformation targets.,cfr_7308336067235224305,russian federation,UKR,Major Ukrainian broadcasting company,cfr_text_extract,True,Sabotage,,,campaign,1.0,True,100,high,multi_within,CFR:6,cfr,True,6,2022-04-27,2022-05-06,2022-04-27; 2022-05-03; 2022-05-06,,Sabotage; Data destruction; Espionage,,,Russian Federation,1,Russian threat actors targeted a major broadcasting company with the DesertBlade wiper. This incident followed the Russian military?? announcement that it would destroy Ukrainian disinformation targets.,Russian threat actors targeted a major broadcasting company with the DesertBlade wiper. This incident followed the Russian military?? announcement that it would destroy Ukrainian disinformation targets.,russian federation,RUS,2022-04-27,2022-04-27,Russian destructive cyberattack targeting major Ukrainian broadcasting company,enriched,trivial_actor_map,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4Vwwd,1,,True,,state_russian,unclear,none
cfr,yes,,,0.118867,2022-04-07,Russian Federation,Russian Federation,Ukrainian institutions including media organizations and government institutions and think tanks in the United States and the European Union involved in foreign policy,,Espionage,,,"Russian threat actor APT 28 targeted Ukrainian media organizations, government institutions, and foreign policy think tanks in the United States and the European Union with attempts to establish access to victims??systems, gain tactical information related to the invasion, and exfiltrate other sensitive information. Microsoft assumed control of seven of APT 28?? internet domains used in the attacks, redirecting site traffic to a sinkhole.",cfr_-502971005987862048,russian federation,UKR;USA,Ukrainian institutions including media organizations and government institutions and think tanks in the United States and the European Union involved in foreign policy,cfr_text_extract,True,Espionage,,,campaign,1.0,True,,,single,CFR:1,cfr,True,1,2022-04-07,2022-04-07,2022-04-07,,Espionage,,,Russian Federation,1,"Russian threat actor APT 28 targeted Ukrainian media organizations, government institutions, and foreign policy think tanks in the United States and the European Union with attempts to establish access to victims??systems, gain tactical information related to the invasion, and exfiltrate other sensitive information. Microsoft assumed control of seven of APT 28?? internet domains used in the attacks, redirecting site traffic to a sinkhole.","Russian threat actor APT 28 targeted Ukrainian media organizations, government institutions, and foreign policy think tanks in the United States and the European Union with attempts to establish access to victims??systems, gain tactical information related to the invasion, and exfiltrate other sensitive information. Microsoft assumed control of seven of APT 28?? internet domains used in the attacks, redirecting site traffic to a sinkhole.",russian federation,RUS,2022-04-07,2022-04-07,Russian cyber espionage campaign targeting Ukrainian institutions and U.S. and European foreign policy institutions a...,enriched,trivial_actor_map,https://blogs.microsoft.com/on-the-issues/2022/04/07/cyberattacks-ukraine-strontium-russia/,1,,True,,state_russian,corporate_threat_intel,definitive
cfr,yes,,,0.11052,2022-02-28,Ukraine,Ukraine,Russian infrastructure and financial services,,Denial of service,,,The Ukrainian IT Army is a threat actor comprised of international and Ukrainian volunteer hackers working in collaboration with officials from Ukraine's defense ministry to target Russian infrastructure and websites. The IT Army is organized through a Telegram channel where new Russian targets are listed for volunteers to attack.?,cfr_4398318190025024490,ukraine,RUS,Russian infrastructure and financial services,cfr_text_extract,True,Denial of service,,,campaign,1.0,True,103,high,multi_within,CFR:2,cfr,True,2,2022-02-28,2022-02-28,2022-02-28,,Denial of service,,,Ukraine,1,The Ukrainian IT Army is a threat actor comprised of international and Ukrainian volunteer hackers working in collaboration with officials from Ukraine's defense ministry to target Russian infrastructure and websites. The IT Army is organized through a Telegram channel where new Russian targets are listed for volunteers to attack.?,The Ukrainian IT Army is a threat actor comprised of international and Ukrainian volunteer hackers working in collaboration with officials from Ukraine's defense ministry to target Russian infrastructure and websites. The IT Army is organized through a Telegram channel where new Russian targets are listed for volunteers to attack.?,ukraine,UKR,2022-02-28,2022-02-28,Ukrainian IT Army DDoS attack targeting Russian government and financial websites,enriched,trivial_actor_map,https://www.kmu.gov.ua/en/news/mincifri-it-armiya-blokuye-rosijski-sajti-za-dekilka-hvilin-golovni-peremogi-ukrayini-na-kiberfronti;https://www.reuters.com/technology/ukrainian-cyber-resistance-group-targets-russian-power-grid-railways-2022-03-01/;https://www.forbes.com/sites/thomasbrewster/2022/02/28/moscow-exchange-and-sberbank-websites-knocked-offline-was-ukraines-cyber-army-responsible/?sh=39701bf77cae,3,,True,,state_ukrainian,academic_research,definitive
